country,country_code,year,Prevalence of undernourishment (% of population),Crop production index (2004-2006 = 100),Agricultural land (% of land area),Food production index (2004-2006 = 100),Food exports (% of merchandise exports),Food imports (% of merchandise imports),Land area (sq. km),Population (Total),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)",GDP (constant 2005 US$),GDP per capita (constant 2005 US$),Adjusted net national income (constant 2005 US$)
Cyprus,CYP,1993,,138.48,17.20779220779221,103.33,38.2886465082749,17.592440109327676,9240.0,818814.0,8.60000038146973,8.39999961853027,8.39999961853027,10699865857.625298,17090.0350392042,9606125573.167826
Cyprus,CYP,1994,,108.14,16.017316017316016,93.55,39.21365752038977,18.364894605830802,9240.0,837166.0,4.30000019073486,3.0,3.5,11331157943.225195,17727.8697177367,10100138513.47159
Cyprus,CYP,1995,,136.5,15.69264069264069,109.84,45.73570630517513,20.534515908290953,9240.0,855389.0,4.90000009536743,3.29999995231628,3.90000009536743,12022358577.76193,18471.3267827201,10368928228.899666
Cyprus,CYP,1996,,126.64,15.909090909090908,106.9,43.035038317493076,24.635829387870178,9240.0,873246.0,5.5,3.59999990463257,4.30000019073486,12244632337.891846,18515.3583617866,10490043640.350142
Cyprus,CYP,1997,,99.39,15.584415584415584,100.77,36.3358641182403,27.139252981439537,9240.0,890733.0,4.09999990463257,2.79999995231628,3.29999995231628,12532199641.677423,18683.4708506679,10602764502.647806
Cyprus,CYP,1998,,116.06,15.909090909090908,106.53,38.6248430799251,20.433913914347936,9240.0,908040.0,7.19999980926514,3.40000009536743,4.90000009536743,13164231118.384224,19386.5611818823,12481692956.852243
Cyprus,CYP,1999,,119.95,15.800865800865802,108.61,38.669917398122244,19.493423327890092,9240.0,925491.0,6.69999980926514,5.0,5.69999980926514,13802278123.105349,20100.0147421001,11801492592.346268
Cyprus,CYP,2000,,111.0,15.367965367965366,108.5,33.289988978335415,18.69068672418722,9240.0,943287.0,7.40000009536743,3.29999995231628,5.0,14498299779.0647,20890.229544359,12019870220.93594
Cyprus,CYP,2001,,105.91,15.151515151515152,105.12,33.35092524073269,16.551526036267685,9240.0,961481.0,5.80000019073486,2.70000004768372,4.0,15081936317.857306,21498.2044146302,12787979213.588558
Cyprus,CYP,2002,,109.3,15.151515151515152,108.23,35.42081374070824,12.774779955945814,9240.0,979877.0,4.09999990463257,2.70000004768372,3.29999995231628,15397335239.006931,21676.0686307179,13199260461.192394
Cyprus,CYP,2003,,104.34,16.99134199134199,104.06,41.273617931354615,12.091441895610675,9240.0,998142.0,4.5,3.79999995231628,4.09999990463257,15695130499.44123,21715.7897860417,13693710913.130863
Cyprus,CYP,2004,,114.54,16.883116883116884,108.8,46.14439397479544,11.983157657463046,9240.0,1015820.0,5.30000019073486,3.59999990463257,4.30000019073486,16358201719.718588,22112.5209283935,14089078099.208399
Cyprus,CYP,2005,,93.6,18.073593073593074,97.97,45.129678160027495,12.423272288224526,9240.0,1032586.0,6.40000009536743,4.5,5.30000019073486,16997801392.375505,22430.6064204376,14551292703.2629
Cyprus,CYP,2006,,91.86,16.99134199134199,93.22,39.62051154096154,12.561926707093454,9240.0,1048314.0,5.40000009536743,3.90000009536743,4.5,17699013877.53607,22909.8916412242,15118867217.014175
Cyprus,CYP,2007,,85.11,15.930735930735931,91.82,39.78662610714342,12.896468246419493,9240.0,1063095.0,4.40000009536743,3.5,3.90000009536743,18607069376.10174,23734.2031412933,15642896737.763123
Cyprus,CYP,2008,,69.28,12.51082251082251,89.28,37.786271506869944,13.386061679489552,9240.0,1077089.0,4.19999980926514,3.20000004768372,3.59999990463257,19281876370.189316,24312.8951346023,16389907674.211105
Cyprus,CYP,2009,,67.47,13.80952380952381,84.87,37.10473808102017,15.478899150154954,9240.0,1090553.0,5.5,5.30000019073486,5.40000009536743,18960609562.13458,23700.4360716723,16774219775.561943
Cyprus,CYP,2010,,67.57,12.337662337662337,83.98,34.4389260509825,14.842583035656187,9240.0,1103685.0,6.40000009536743,6.09999990463257,6.30000019073486,19207097486.442326,23156.5376003288,16851556290.092167
Cyprus,CYP,2011,,69.19,12.824675324675324,84.45,37.72061318199943,15.741470271802866,9240.0,1116513.0,7.59999990463257,8.10000038146973,7.90000009536743,19283925876.388096,22663.481587188,
Cyprus,CYP,2012,,70.89,,83.98,36.430938580690096,17.49368418744492,9240.0,1128994.0,11.0,12.3999996185303,11.8000001907349,18821111655.354782,21552.0346178917,
Cyprus,CYP,2013,,,,,,,,,,,,,,
Czech Republic,CZE,1990,,,,,,,77270.0,10333355.0,,,,101016551616.15987,9775.774820100525,
Czech Republic,CZE,1991,,,,,,,77270.0,10308578.0,2.09999990463257,2.5,2.29999995231628,89283537373.67029,8661.09150783651,
Czech Republic,CZE,1992,,,,,,,77270.0,10319123.0,3.79999995231628,3.0,3.29999995231628,88831278444.5693,8608.41356814618,
Czech Republic,CZE,1993,,108.97,55.41607350847677,127.88,8.07229093898963,7.870183371422487,77270.0,10329855.0,5.40000009536743,3.40000009536743,4.30000019073486,88886268781.30219,8604.79346334505,69917901015.28076
Czech Republic,CZE,1994,,97.14,55.441956774945,102.19,7.041014885331774,8.700141090979537,77270.0,10333587.0,5.19999980926514,3.59999990463257,4.30000019073486,91472245409.01503,8851.935480778846,71419077133.04445
Czech Republic,CZE,1995,,100.7,55.39019024200854,104.16,5.952354590844804,6.7083287149797926,77270.0,10327253.0,4.80000019073486,3.40000009536743,4.0,97163105175.29216,9408.417240798899,76756557644.45737
Czech Republic,CZE,1996,,105.16,55.39019024200854,103.94,5.442612155608676,6.994959543863079,77270.0,10315241.0,4.69999980926514,3.29999995231628,3.90000009536743,101573998330.55093,9846.982569825652,80317502464.08316
Czech Republic,CZE,1997,,100.89,55.39019024200854,101.71,5.245746442930057,6.570457946173969,77270.0,10304131.0,5.90000009536743,3.90000009536743,4.80000019073486,100708055091.81972,9773.561214606038,78429687380.01994
Czech Republic,CZE,1998,,101.95,55.441956774945,104.7,4.531638775332468,5.985376472146813,77270.0,10294373.0,8.30000019073486,5.0,6.5,100470409015.02505,9759.740492696841,80056892613.79866
Czech Republic,CZE,1999,,106.98,55.41607350847677,103.93,4.145371427092877,5.715119123271451,77270.0,10283860.0,10.5,7.30000019073486,8.69999980926514,102157595993.3222,9933.779339014942,80149744954.80855
Czech Republic,CZE,2000,,102.42,55.39019024200854,99.25,4.124318797921881,4.910951834050502,77270.0,10255063.0,10.6000003814697,7.30000019073486,8.80000019073486,106433555926.54424,10378.635014386966,81359739865.77496
Czech Republic,CZE,2001,,105.96,55.36430697554031,102.79,3.7713300067945683,4.687411490403308,77270.0,10216605.0,9.89999961853027,6.80000019073486,8.10000038146973,109730175292.1536,10740.37562303266,84074238027.45096
Czech Republic,CZE,2002,,94.28,55.28665717613562,96.84,3.3600376235592053,4.225617388813385,77270.0,10196916.0,9.0,5.90000009536743,7.30000019073486,112088606010.0167,10992.402605848347,86691141198.75829
Czech Republic,CZE,2003,,76.53,55.247832276433286,88.9,3.415988595095445,4.796091341708184,77270.0,10193998.0,9.89999961853027,6.09999990463257,7.80000019073486,116310058430.71786,11409.660707282645,90318456088.75604
Czech Republic,CZE,2004,,111.01,55.20320994046079,105.05,3.4242493817834867,4.985729067829435,77260.0,10197101.0,9.89999961853027,7.0,8.30000019073486,121826168614.35725,11947.137584923132,93942117357.42209
Czech Republic,CZE,2005,,100.14,55.13849339891276,98.61,3.967236293455166,5.27277833455912,77260.0,10211216.0,9.80000019073486,6.40000009536743,7.90000009536743,130052420701.16861,12736.232462536158,100293002180.79402
Czech Republic,CZE,2006,,88.85,55.06796116504854,96.34,3.494629665613976,5.054803238767365,77250.0,10238905.0,8.80000019073486,5.80000019073486,7.09999990463257,139182595993.3222,13593.503992206413,104886785565.96814
Czech Republic,CZE,2007,,95.89,55.00323624595469,98.0,3.844765075031066,5.172485650613723,77250.0,10298828.0,6.69999980926514,4.19999980926514,5.30000019073486,147164899833.05508,14289.480301356143,108960616301.14919
Czech Republic,CZE,2008,,106.37,54.93851132686084,103.57,4.027160893974474,5.0696756048513025,77250.0,10384603.0,5.59999990463257,3.5,4.40000009536743,151725542570.9516,14610.625227652092,114039728054.00592
Czech Republic,CZE,2009,,101.24,54.873786407766985,98.66,4.518211759567584,6.302628091835466,77250.0,10443936.0,7.69999980926514,5.80000019073486,6.69999980926514,144887061769.61603,13872.840830278548,106032529142.1375
Czech Republic,CZE,2010,,89.86,54.816157431382706,92.43,3.8730840276787575,5.366281678748895,77240.0,10474410.0,8.5,6.40000009536743,7.30000019073486,148464774624.37396,14174.04652141495,105489972625.63792
Czech Republic,CZE,2011,,103.49,54.7514241325738,95.99,4.072839868649105,5.570982528539442,77240.0,10496088.0,7.90000009536743,5.80000019073486,6.69999980926514,151164774624.37396,14402.010980126497,107006846418.1187
Czech Republic,CZE,2012,,89.66,,86.31,4.722869968901604,6.035099796033658,77240.0,10510785.0,8.19999980926514,6.0,7.0,149621202003.3389,14235.016890112289,104700818513.06662
Czech Republic,CZE,2013,,,,,,,,,,,,,,
Denmark,DNK,1990,,115.65,65.77022882755367,94.61,27.172522789645985,11.946663019140127,42390.0,5140939.0,,,,187355488076.35938,36443.82632751709,149920465857.0848
Denmark,DNK,1991,,108.43,65.34560037744751,94.22,27.223644047276434,12.394709792653552,42390.0,5154298.0,10.0,8.30000019073486,9.10000038146973,189791909500.05923,36822.067622023256,150526343481.29608
Denmark,DNK,1992,,90.56,64.95404195144945,91.01,26.109429258259865,13.173732879638713,42430.0,5171370.0,9.89999961853027,8.30000019073486,9.0,193541173704.45786,37425.51271799501,155830858401.7716
Denmark,DNK,1993,,103.33,64.55338204100872,97.58,25.71461473143187,13.518198887842903,42430.0,5188628.0,11.1000003814697,10.3999996185303,10.6999998092651,193367751058.46182,37267.60736334573,155669329470.67822
Denmark,DNK,1994,,92.05,63.42210699976432,93.85,25.099057731065948,12.54807766213597,42430.0,5206180.0,9.0,7.19999980926514,8.0,204052086824.71475,39194.205122511084,164290170556.64008
Denmark,DNK,1995,,101.41,64.2469950506717,96.86,23.97937525865515,12.04694252741577,42430.0,5233373.0,8.60000038146973,5.59999990463257,7.0,210306641253.57895,40185.67781306223,170375820531.4115
Denmark,DNK,1996,,101.57,64.01131275041244,95.8,22.953932046055108,12.321880316054903,42430.0,5263074.0,8.39999961853027,5.5,6.80000019073486,216267877957.14798,41091.55181119399,174901778694.32318
Denmark,DNK,1997,,105.81,63.35140230968654,97.29,23.387969616285908,12.626789570636078,42430.0,5284991.0,6.5,4.5,5.40000009536743,223185106996.77002,42229.9880920838,179700745203.51843
Denmark,DNK,1998,,104.84,62.97431062927175,99.19,22.532441456154817,12.313366173197396,42430.0,5304219.0,6.40000009536743,3.90000009536743,5.0,228006923565.63632,42985.95581472717,184100892637.28323
Denmark,DNK,1999,,100.71,62.31440018854584,98.03,20.759340566027863,12.171153920147667,42430.0,5321799.0,5.90000009536743,4.5,5.09999990463257,233844930139.0216,43940.95495508598,188127795478.54694
Denmark,DNK,2000,,103.45,62.38510487862362,98.37,19.70644684780792,11.356780416761577,42430.0,5339616.0,5.0,4.09999990463257,4.5,242096513037.5477,45339.686044379916,190335036626.56836
Denmark,DNK,2001,,100.28,63.06858354937545,99.47,20.14655828564348,11.609526646795846,42430.0,5358783.0,4.80000019073486,3.59999990463257,4.19999980926514,243802891822.622,45495.944101976515,193713283555.8566
Denmark,DNK,2002,,95.7,62.80933301909026,99.34,19.37791663910389,11.72817452796298,42430.0,5375931.0,5.0,4.30000019073486,4.59999990463257,244938643401.3517,45562.08839015079,195244450692.10797
Denmark,DNK,2003,,99.42,62.644355408908794,99.72,19.29073433874112,12.279254920773216,42430.0,5390574.0,6.09999990463257,4.80000019073486,5.40000009536743,245878794245.70322,45612.729599056285,197121542192.81268
Denmark,DNK,2004,,102.55,62.36153664859769,101.2,18.59007380372601,11.841951880015467,42430.0,5404523.0,6.0,5.09999990463257,5.5,251525368898.31598,46539.79063431056,204721623570.56894
Denmark,DNK,2005,,101.97,63.79919868017912,101.47,17.73412080576436,11.584241244425106,42430.0,5419432.0,5.30000019073486,4.40000009536743,4.80000019073486,257675536234.4941,47546.59459413719,213190448231.344
Denmark,DNK,2006,,95.49,63.8699033702569,97.33,17.51929747959689,11.312917926022745,42430.0,5437272.0,4.5,3.29999995231628,3.90000009536743,266422874447.0069,48999.36483718432,221848825518.17154
Denmark,DNK,2007,,96.76,62.76219655903842,100.91,17.22138229263663,11.426796753298621,42430.0,5461438.0,4.19999980926514,3.5,3.79999995231628,270641046805.7717,49554.90601665197,222946715512.95325
Denmark,DNK,2008,,104.7,62.88003770916804,103.85,17.061598470443776,11.964742250999512,42430.0,5493621.0,3.70000004768372,3.20000004768372,3.40000009536743,268519620938.11655,48878.43936414918,219964369662.28384
Denmark,DNK,2009,,113.03,62.0787178882866,104.51,18.979336139782795,13.125455053309548,42430.0,5523095.0,5.30000019073486,6.59999990463257,6.0,253304451792.6733,45862.77291856709,207843810124.20062
Denmark,DNK,2010,,100.03,61.89017204807919,102.69,18.399587034894946,13.373749316353695,42430.0,5547683.0,6.5,8.39999961853027,7.5,256817427641.9023,46292.73656081328,219413614854.6416
Denmark,DNK,2011,,102.25,63.39853876973839,105.36,17.763140243568852,13.18331236279549,42430.0,5570572.0,7.5,7.69999980926514,7.59999990463257,259568677869.10263,46596.41377386427,228124631227.50897
Denmark,DNK,2012,,104.65,,104.42,18.112649314789497,13.534885969211752,42430.0,5591572.0,7.5,7.5,7.5,258637531662.13937,46254.887116206206,228546589989.85605
Denmark,DNK,2013,,,,,,,,,,,,,,
Djibouti,DJI,1990,,82.48,56.03968938740294,93.71,39.143398883403606,29.890970918030142,23180.0,589924.0,,,,732965339.4054335,1242.4741821072435,
Djibouti,DJI,1991,70.2,84.65,57.63589301121657,70.04,27.17645200564477,27.96239818628016,23180.0,612589.0,,,,701611891.8257191,1145.322380626683,648765538.8498846
Djibouti,DJI,1992,70.8,86.02,59.1458153580673,73.95,,,23180.0,629373.0,,,,701485833.0942655,1114.578847669451,644332362.7573078
Djibouti,DJI,1993,68.3,96.99,60.440034512510785,70.72,,,23180.0,641900.0,,,,655041288.8500032,1020.4724861349171,608291629.0355809
Djibouti,DJI,1994,63.2,84.61,60.440034512510785,73.34,,,23180.0,652793.0,,,,648901308.7281911,994.0383991988136,591772677.456062
Djibouti,DJI,1995,60.8,109.85,62.59706643658326,78.86,,,23180.0,663999.0,,,,626265935.8217527,943.173010534282,561197173.876665
Djibouti,DJI,1996,58.2,88.96,63.891285591026744,71.65,,,23180.0,675891.0,,,,600491968.8731346,888.4449842846474,535658606.29113406
Djibouti,DJI,1997,56.5,92.34,64.75409836065575,74.92,,,23180.0,687897.0,,,,596013066.2190101,866.4277736623508,532398493.6210469
Djibouti,DJI,1998,54.0,95.33,64.75409836065575,76.89,,,23180.0,699922.0,,,,596605375.3803364,852.3883738192776,532263122.4521621
Djibouti,DJI,1999,50.7,100.95,66.91113028472822,78.24,,,23180.0,711652.0,,,,609605443.4977789,856.6060989047721,547429691.5371149
Djibouti,DJI,2000,49.4,102.84,69.06816220880069,84.93,,,23180.0,722887.0,,,,612142706.4787296,846.8027595996741,549341561.8638533
Djibouti,DJI,2001,47.1,105.4,72.51941328731665,85.8,,,23180.0,733732.0,,,,624677946.7456183,851.3707276575349,554687607.5457453
Djibouti,DJI,2002,45.8,108.75,73.38222605694564,97.86,,,23180.0,744434.0,,,,641035528.5672543,861.1045822292565,570340415.2642462
Djibouti,DJI,2003,43.6,104.47,73.38222605694564,97.05,,,23180.0,755085.0,,,,661548404.7562858,876.1244161336615,622602198.9624329
Djibouti,DJI,2004,40.9,89.7,73.38222605694564,93.44,,,23180.0,765776.0,,,,686862396.274093,896.949494727039,658196178.2077343
Djibouti,DJI,2005,37.2,107.38,73.38222605694564,95.31,,,23180.0,776585.0,,,,708633194.7265658,912.4992044999142,681394295.798157
Djibouti,DJI,2006,32.5,102.92,73.39516824849007,111.25,,,23180.0,787544.0,,,,742646629.1699339,942.9906508968818,
Djibouti,DJI,2007,29.1,108.24,73.39516824849007,137.28,,,23180.0,798690.0,,,,780522063.1487174,977.2528304457517,
Djibouti,DJI,2008,26.2,102.42,73.38222605694564,141.54,,,23180.0,810100.0,,,,,,
Djibouti,DJI,2009,24.4,119.33,73.4253666954271,126.54,0.42876948838066503,29.32264503763597,23180.0,821865.0,,,,,,
Djibouti,DJI,2010,22.1,131.66,73.4253666954271,118.55,,,23180.0,834036.0,,,,,,
Djibouti,DJI,2011,21.0,129.89,73.4253666954271,132.33,,,23180.0,846646.0,,,,,,
Djibouti,DJI,2012,20.5,137.76,,134.5,,,23180.0,859652.0,,,,,,
Djibouti,DJI,2013,,,,,,,,,,,,,,
Dominica,DMA,1990,,166.69,24.0,159.59,67.16513779746194,23.606032959667868,750.0,70928.0,,,,300214833.6343184,4232.670223808911,
Dominica,DMA,1991,5.0,156.37,24.0,153.22,69.50761100680637,25.903935958765413,750.0,70849.0,,,,302039898.0188984,4263.1497694942545,
Dominica,DMA,1992,5.2,148.23,24.0,148.02,,,750.0,70978.0,,,,308223749.776394,4342.52514548725,
Dominica,DMA,1993,5.4,153.58,24.0,151.72,67.12954849662246,27.244821493080185,750.0,71205.0,,,,313404834.42067206,4401.444202242427,
Dominica,DMA,1994,5.1,131.48,24.0,132.13,58.782167116371575,27.970102682773202,750.0,71372.0,,,,317890652.36742955,4453.9966985292485,
Dominica,DMA,1995,5.0,120.35,22.666666666666664,120.52,51.62627097263546,26.21653264808162,750.0,71367.0,,,,324168097.71882224,4542.268803772363,
Dominica,DMA,1996,5.0,143.86,22.666666666666664,142.21,48.74836970229395,27.80032719898094,750.0,71146.0,,,,332731922.2568044,4676.748127186411,
Dominica,DMA,1997,5.0,141.09,22.666666666666664,138.69,50.056921970272306,26.309344915293526,750.0,70756.0,,,,337692361.3405219,4772.63216321615,
Dominica,DMA,1998,5.0,130.62,22.666666666666664,130.28,,,750.0,70295.0,,,,354502968.80241764,5043.075166120174,
Dominica,DMA,1999,5.0,123.83,25.333333333333336,124.25,43.893164877842906,23.413871379235996,750.0,69902.0,,,,356925277.97657794,5106.081056000943,
Dominica,DMA,2000,5.0,123.67,28.000000000000004,123.75,39.409650909814644,21.03978888635992,750.0,69679.0,,,,336914785.628439,4835.24140169117,
Dominica,DMA,2001,5.0,112.7,29.333333333333332,113.78,37.6646452225593,22.52815640880647,750.0,69660.0,,,,336693033.9324259,4833.3768867703975,
Dominica,DMA,2002,5.0,106.81,29.333333333333332,108.98,42.049365138023646,24.236989027732122,750.0,69806.0,,,,329516383.8170925,4720.459327523315,
Dominica,DMA,2003,5.0,102.42,30.666666666666664,101.71,35.7937064647136,23.67031096556208,750.0,70058.0,,,,353875285.2195057,5051.17595734257,
Dominica,DMA,2004,5.0,104.44,30.666666666666664,103.48,38.32461001958275,21.822409731416393,750.0,70325.0,,,,364596348.9978946,5184.448617104793,
Dominica,DMA,2005,5.0,94.3,30.666666666666664,95.0,35.825728023948,19.419050327544525,750.0,70542.0,,,,361615917.77777773,5126.249862178244,293119735.903134
Dominica,DMA,2006,5.0,101.26,30.666666666666664,101.52,35.149503296456515,20.832091017201286,750.0,70690.0,,,,396014551.54815143,5602.129743219005,
Dominica,DMA,2007,5.0,106.87,30.666666666666664,105.49,35.20015381500408,21.017719627812266,750.0,70795.0,,,,397696560.6748988,5617.579782115952,
Dominica,DMA,2008,5.0,99.32,30.666666666666664,99.26,40.49624498867432,21.88803934129479,750.0,70883.0,,,,429673809.0833563,6061.7328426189115,
Dominica,DMA,2009,5.0,113.88,32.666666666666664,112.2,50.787163827048744,22.064936599134974,750.0,70996.0,,,,455010070.1373086,6408.953604953921,
Dominica,DMA,2010,5.0,111.22,34.66666666666667,108.78,27.129951406900897,22.473327130852535,750.0,71167.0,,,,459398784.93332464,6455.2220120747625,
Dominica,DMA,2011,5.0,109.78,34.66666666666667,107.44,,,750.0,71401.0,,,,458078978.23151267,6415.582109935613,
Dominica,DMA,2012,5.0,116.55,,113.64,13.742252412828792,24.928557744824158,750.0,71684.0,,,,450161070.6516629,6279.798429937823,
Dominica,DMA,2013,,,,,,,,,,,,,,
Dominican Republic,DOM,1990,,82.08,52.77317880794702,69.36,,,48320.0,7245127.0,,,,15850072671.368261,2187.687347836451,13128603137.182934
Dominican Republic,DOM,1991,32.5,86.22,53.187086092715234,73.24,,,48320.0,7392389.0,33.5,12.8999996185303,19.8999996185303,15999719375.972258,2164.35030353141,14358909530.872288
Dominican Republic,DOM,1992,29.2,85.07,53.807947019867555,74.79,21.454756041879154,,48320.0,7540421.0,36.2000007629395,12.6000003814697,20.7000007629395,17681798991.471554,2344.9352485055615,16138317470.043463
Dominican Republic,DOM,1993,26.8,85.07,53.807947019867555,76.9,20.67461350391598,,48320.0,7688196.0,34.2999992370605,12.3000001907349,19.8999996185303,18958888383.88647,2465.973602115044,17089445673.041061
Dominican Republic,DOM,1994,24.6,81.81,53.807947019867555,74.9,20.50327764359987,,48320.0,7834359.0,27.1000003814697,10.3999996185303,16.2000007629395,19395560192.82381,2475.704801480735,18015232376.04258
Dominican Republic,DOM,1995,24.9,82.64,53.807947019867555,75.5,19.03982016193621,,48320.0,7977966.0,25.7000007629395,10.5,15.8000001907349,20461080369.728832,2564.6988680734953,18843185510.84416
Dominican Republic,DOM,1996,25.7,86.65,53.39403973509934,78.42,10.66391798405496,,48320.0,8118570.0,27.6000003814697,10.8000001907349,16.7000007629395,21920235176.752934,2700.0118465139717,20231608813.755444
Dominican Republic,DOM,1997,27.3,90.24,52.56622516556292,80.53,10.8600225353729,,48320.0,8256496.0,25.8999996185303,9.89999961853027,15.6000003814697,23674790956.942863,2867.413846859838,20468928852.545753
Dominican Republic,DOM,1998,26.4,88.08,52.77317880794702,78.21,,,48320.0,8392534.0,23.7000007629395,9.19999980926514,14.3999996185303,25334535313.675934,3018.6991573314967,22603061622.25528
Dominican Republic,DOM,1999,25.0,83.61,52.090231788079464,78.67,,,48320.0,8527881.0,22.6000003814697,8.80000019073486,13.8000001907349,27035839066.5811,3170.2880312918414,23644811586.138935
Dominican Republic,DOM,2000,22.3,88.34,52.048841059602644,83.99,,,48320.0,8663421.0,23.6000003814697,8.80000019073486,14.1999998092651,28565149660.281235,3297.2136134537654,24360868333.876987
Dominican Republic,DOM,2001,21.0,100.45,52.048841059602644,92.1,40.79946107430069,12.127306924999171,48320.0,8799298.0,22.2000007629395,11.8999996185303,15.6999998092651,29081958770.259087,3305.0316934668067,25204402798.724155
Dominican Republic,DOM,2002,22.1,102.91,52.048841059602644,94.88,14.229042630596373,16.358687244952357,48320.0,8935261.0,18.7999992370605,14.5,16.1000003814697,30765282834.30252,3443.1319727876466,26340304049.439384
Dominican Republic,DOM,2003,23.1,109.93,51.05546357615894,93.58,13.068984103896241,18.588959820863973,48320.0,9071318.0,26.7000007629395,10.6999998092651,16.7000007629395,30687336281.21993,3382.897202062581,24576221508.83028
Dominican Republic,DOM,2004,23.2,100.88,51.05546357615894,93.48,12.27368484463747,16.674990408686362,48320.0,9207389.0,29.2999992370605,11.8000001907349,18.3999996185303,31089941311.261368,3376.6294995531707,24644954599.821186
Dominican Republic,DOM,2005,20.9,96.1,51.05546357615894,99.25,12.261918968115456,14.247075042976878,48320.0,9343362.0,28.6000003814697,11.5,18.0,33969724872.46382,3635.706812222819,27809994384.7022
Dominican Republic,DOM,2006,18.3,103.02,51.05546357615894,107.28,14.489177816556245,14.99727014570069,48320.0,9479269.0,25.8999996185303,10.3999996185303,16.3999996185303,37594686814.49995,3965.9900794565433,30701922801.316742
Dominican Republic,DOM,2007,17.2,104.02,51.05546357615894,111.13,14.565220493860636,14.769608276813628,48320.0,9615015.0,25.6000003814697,9.39999961853027,15.6999998092651,40780695458.601135,4241.355365394764,33007331969.521347
Dominican Republic,DOM,2008,16.3,96.29,50.641556291390735,105.46,17.28941459127707,16.053526142814277,48320.0,9750195.0,22.6000003814697,8.80000019073486,14.1999998092651,42923985852.76758,4402.372040022541,35517332151.45731
Dominican Republic,DOM,2009,16.2,114.64,50.641556291390735,117.44,23.857737059657705,14.363298149217371,48320.0,9884265.0,23.0,9.60000038146973,14.8999996185303,44406603700.05103,4492.65612567561,38202534498.70895
Dominican Republic,DOM,2010,15.6,130.4,50.641556291390735,128.88,27.52549070689852,13.609764444931038,48320.0,10016797.0,18.5,8.39999961853027,12.3999996185303,47848657632.10955,4776.8421015330105,40121184644.510086
Dominican Republic,DOM,2011,15.8,138.23,50.641556291390735,132.71,24.55966357615586,14.371404943538138,48320.0,10147598.0,19.0,8.89999961853027,12.8999996185303,49993672106.02986,4926.650829686972,41039436939.31781
Dominican Republic,DOM,2012,15.6,144.13,,134.85,21.687125465978855,13.508358545672912,48320.0,10276621.0,19.2000007629395,8.80000019073486,13.0,51937267397.87844,5053.9245728609085,42495005731.471825
Dominican Republic,DOM,2013,,,,,,,,,,,,,,
Ecuador,ECU,1990,,66.28,28.341280161826326,53.38,44.14470548894164,8.65892635890851,276840.0,10123593.0,,,,26804263012.861996,2647.702551145823,17896789883.026997
Ecuador,ECU,1991,26.4,69.53,28.58690940615518,56.33,55.16512568149341,7.670327413750878,276840.0,10360630.0,9.30000019073486,5.5,6.69999980926514,27954525716.00999,2698.149216409619,20080134425.020008
Ecuador,ECU,1992,27.1,76.43,28.727785002167316,60.81,49.99325574917419,5.032622192920321,276840.0,10598168.0,9.0,5.30000019073486,6.5,28545571237.40499,2693.443927045221,21900471253.97625
Ecuador,ECU,1993,23.0,79.94,28.80725328709724,64.57,48.07673997826571,5.10058211744155,276840.0,10836327.0,7.40000009536743,4.40000009536743,5.40000009536743,29108837609.74445,2686.2273175905866,20858654490.26756
Ecuador,ECU,1994,22.0,89.98,29.363531281606704,71.3,54.97535452548811,6.37581429905185,276840.0,11075454.0,10.1999998092651,6.0,7.5,30348364823.552597,2740.146347368929,23859182791.894794
Ecuador,ECU,1995,19.4,87.18,29.287675191446322,72.61,52.91957286504334,7.571790487835446,276840.0,11315800.0,7.40000009536743,4.40000009536743,5.40000009536743,31031976543.38655,2742.358166756796,23245215433.08636
Ecuador,ECU,1996,18.7,94.39,28.850599624331746,79.13,51.17453422143738,9.944594379156028,276840.0,11557151.0,8.0,4.69999980926514,5.90000009536743,31569372025.870518,2731.5877438886555,23688964491.898098
Ecuador,ECU,1997,18.0,104.72,28.94090449357029,88.43,57.7638065943913,9.388103408822612,276840.0,11799289.0,9.19999980926514,5.5,6.80000019073486,32935651754.09599,2791.3251174791963,25280095977.29163
Ecuador,ECU,1998,17.3,82.47,32.3200193267837,74.71,63.056919772944966,12.001806279699656,248360.0,12042454.0,6.69999980926514,4.0,5.0,34011504502.959137,2824.3001387390923,26108985725.22652
Ecuador,ECU,1999,19.1,99.43,32.51328716379449,85.34,53.12630467858382,10.741866686041492,248360.0,12286995.0,8.10000038146973,4.80000019073486,6.0,32399568091.289585,2636.8992655478078,23719588465.653004
Ecuador,ECU,2000,20.0,96.33,32.47704944435497,86.76,36.51338975110459,9.004333054667624,248360.0,12533087.0,9.60000038146973,5.69999980926514,7.19999980926514,32753307082.55539,2613.3471412554136,22317372270.841187
Ecuador,ECU,2001,21.2,95.36,31.34562731518763,89.36,42.05520107475927,8.055944691778304,248360.0,12780869.0,11.1999998092651,6.5,8.39999961853027,34068558674.865353,2665.590162520667,24741583146.293
Ecuador,ECU,2002,22.1,92.38,30.15783540022548,90.84,42.67406829495062,8.699868020880405,248360.0,13030041.0,11.1999998092651,6.59999990463257,8.5,35464271434.66507,2721.7313771050353,27160198442.9972
